1	254	-0.1577	1538439714
1	248	0.8261	1538648039
1	253	-0.4209	1536626886
1	258	-0.9176	1538274607
1	241	-0.9007	1535917387
1	256	-0.5427	1538650625
1	249	0.5078	1536725113
1	240	-0.6502	1538679128
1	255	-0.5294	1538445756
1	247	0.5109	1538283212
2	241	0.1664	1538614336
2	250	0.1696	1538655570
2	259	-0.2385	1538077877
2	255	-0.0696	1538720702
2	252	-0.3859	1537069104
2	249	-0.0850	1538590688
2	254	0.8549	1538646749
2	260	0.2361	1536669650
2	243	-0.7149	1538399061
2	257	-0.0753	1538423133
3	255	0.9434	1535886287
3	244	0.2713	1537593725
3	241	0.8387	1538447679
3	256	0.9405	1538429427
3	250	-0.6804	1538607288
3	246	0.3509	1538738684
3	254	-0.1630	1538452248
3	258	0.6829	1536075319
3	259	0.6001	1536884690
3	251	-0.6644	1535829287
4	245	0.0553	1536502213
4	253	0.2837	1538423518
4	243	0.7815	1538509855
4	249	0.2146	1536227364
4	260	0.2115	1538396886
4	247	-0.3039	1538516646
4	255	0.4780	1538294293
4	246	-0.8278	1536426140
4	241	0.1159	1538572034
4	240	-0.5413	1537098522
5	245	0.3396	1538664085
5	251	0.1880	1538181890
5	246	-0.8758	1536012481
5	252	0.7982	1538741893
5	241	0.8785	1536160801
5	249	0.3566	1538368403
5	257	-0.9863	1537317370
5	258	0.2944	1538122977
5	260	0.9945	1536741165
5	242	-0.4347	1538586815
6	242	-0.4307	1538346885
6	257	-0.2391	1538617387
6	252	0.5590	1536091609
6	247	0.3670	1538536182
6	258	0.5422	1538716078
6	246	0.8792	1537243867
6	245	-0.2016	1538369942
6	251	0.3988	1538530864
6	256	0.4421	1538717533
6	260	0.5972	1538177676
7	247	0.7824	1538408891
7	248	0.8124	1536961226
7	251	-0.6825	1537589798
7	252	-0.5731	1538469299
7	253	-0.2309	1538741519
7	244	-0.3223	1537702173
7	259	0.6237	1538329734
7	241	0.8875	1538337237
7	249	-0.5972	1538626282
7	255	0.7055	1538009585
8	259	0.1326	1538750448
8	251	-0.3317	1535882875
8	248	-0.2674	1537089519
8	250	-0.1242	1538436759
8	258	0.1574	1537265721
8	256	0.2222	1538542486
8	254	0.2965	1538468530
8	240	0.8359	1536959477
8	246	-0.3043	1538732915
8	255	-0.2098	1536847714
9	248	-0.6023	1536042025
9	254	-0.1943	1538372622
9	252	-0.4497	1538685680
9	258	-0.1502	1537396418
9	259	-0.1962	1538540406
9	257	0.6557	1537762310
9	245	-0.7004	1538733545
9	240	0.5102	1538513774
9	250	-0.4425	1538463259
9	247	-0.0295	1537743451
10	255	-0.2265	1538748520
10	240	0.5158	1538597481
10	242	0.6566	1536051143
10	254	-0.6954	1538396170
